apparel_cloth_scarf_CardName,Cloth Scarf
Pottery_Sculpture_ClayBeads_Broken,The beads have broken apart.
Pottery_Sculpture_Bp_ClayBeads_CardName,Clay Beads
Pottery_Sculpture_Bp_ClayBeads_CardDescription,Shape small beads from clay and string them on twine.
Pottery_Sculpture_Bp_ClayBeads_UnlockConditionsDesc,Earn the village's reputation
Combat_And_Armor_StoneMace_UsageDurability.CardStatName,Durability
Combat_And_Armor_QuiltedVest_UsageDurability.CardStatName,Durability
Combat_And_Armor_QuiltedCap_UsageDurability.CardStatName,Durability
Combat_And_Armor_BoneLamellar_UsageDurability.CardStatName,Durability

Combat_And_Armor_WoodenShield_CardName,Wooden Shield
Combat_And_Armor_WoodenShield_CardDescription,"Planks lashed together with leather straps and twine. A crude but effective shield worn on the forearm.

<b>MUST BE EQUIPPED TO WORK</b>"
Combat_And_Armor_WoodenShield_UsageDurability.CardStatName,Durability
Combat_And_Armor_WoodenShield_Dismantle_ActionName,Dismantle
Combat_And_Armor_WoodenShield_Dismantle_ActionDescription,Break apart the shield to recover planks and bindings.
Comfort_HeatherWreath_CardName,Heather Wreath
Comfort_HeatherWreath_CardDescription,A wreath woven from fresh heather blossoms. The gentle fragrance and soft colours lift the spirit while it lasts.
Comfort_HeatherWreath_Wilted,The heather wreath has wilted and crumbled.
Comfort_WindChimes_CardName,Wind Chimes
Comfort_WindChimes_CardDescription,Bone fragments strung on twine. Their gentle clatter in the breeze brings a sense of calm and home.
Comfort_WindChimes_UsageDurability,Durability
Comfort_WindChimes_Broken,The wind chimes have broken apart.
Comfort_WindChimes_DA_Dismantle,Dismantle
Comfort_Bedroll_CardName,Bedroll
Comfort_Bedroll_CardDescription,A rolled mat of cloth stuffed with straw. Provides a modest sleeping surface and improves rest quality when present in your camp.
Comfort_Bedroll_UsageDurability,Durability
Comfort_Bedroll_WornOut,The bedroll has worn through and fallen apart.
Comfort_Bedroll_DA_Dismantle,Dismantle
CeramicLamp_CardName,Ceramic Lamp
CeramicLamp_CardDescription,A small open clay lamp with a wick channel. Burns fat for steady light. Fill with fat then light from a fire source.
CeramicLamp_FuelCapacity_CardStatName,Fat
CeramicLamp_Refuel_ActionName,Refuel with Fat
CeramicLamp_Refuel_ActionDescription,Add fat to the lamp's reservoir.
CeramicLamp_Light_ActionName,Light Lamp
CeramicLamp_Light_ActionDescription,Light the lamp from a fire source.
CeramicLamp_NeedsFuel,The lamp needs fat first.
CeramicLampLit_CardName,Lit Ceramic Lamp
CeramicLampLit_CardDescription,A small clay lamp burning fat for light. Consumes fuel slowly. Extinguish to refuel.
CeramicLampLit_FuelCapacity_CardStatName,Fat
CeramicLampLit_FuelOut_ActionName,Lamp Burns Out
CeramicLampLit_FuelOut_ActionDescription,The lamp runs out of fat.
CeramicLampLit_Extinguish_ActionName,Extinguish
CeramicLampLit_Extinguish_ActionDescription,Put out the lamp.
Combat_And_Armor_Bp_WoodenShield_CardName,Wooden Shield
Combat_And_Armor_Bp_WoodenShield_CardDescription,Lash planks together with leather and twine to form a sturdy shield.
Combat_And_Armor_Bp_WoodenShield_UnlockConditionsDesc,Resolve Ash's boar hunt
Comfort_Bp_HeatherWreath_CardName,Heather Wreath
Comfort_Bp_HeatherWreath_CardDescription,Weave fresh heather blossoms and twine into a fragrant wreath.
Comfort_Bp_HeatherWreath_UnlockConditionsDesc,Heather Flowers Needed
Comfort_Bp_WindChimes_CardName,Wind Chimes
Comfort_Bp_WindChimes_CardDescription,String bone fragments on twine to make soothing wind chimes.
Comfort_Bp_WindChimes_UnlockConditionsDesc,Hear one of the Inn Keeper's fireside stories through to the end
Comfort_Bp_Bedroll_CardName,Bedroll
Comfort_Bp_Bedroll_CardDescription,Sew cloth panels and stuff with rye straw for a portable sleeping mat.
Comfort_Bp_Bedroll_UnlockConditionsDesc,Large Cloth Needed
CeramicLamp_Bp_CardName,Ceramic Lamp
CeramicLamp_Bp_CardDescription,Shape clay into a shallow oil lamp with a wick channel.
CeramicLamp_Bp_UnlockConditionsDesc,Clay Needed
CharacterTraits_Perk_Insomniac_PerkName,Insomniac
CharacterTraits_Perk_Insomniac_PerkDescription,You struggle to get a full night's rest. Your sleep clock drains faster making it harder to stay rested.
CharacterTraits_Perk_Sinker_PerkName,Sinker
CharacterTraits_Perk_Sinker_PerkDescription,You are dense in the water. Your stamina drains faster making physical exertion more costly.
CharacterTraits_Perk_WeakStomach_PerkName,Weak Stomach
CharacterTraits_Perk_WeakStomach_PerkDescription,Your stomach is easily upset. Nausea takes longer to recover from lingering well after the cause is gone.
CharacterTraits_Perk_BlackThumb_PerkName,Black Thumb
CharacterTraits_Perk_BlackThumb_PerkDescription,"Plants wither under your care. Your foraging aids fade faster than they build, making gathering food from the land less reliable."
CharacterTraits_Perk_BadKidneys_PerkName,Bad Kidneys
CharacterTraits_Perk_BadKidneys_PerkDescription,"Your body sheds water quickly. You become thirsty noticeably faster than normal, requiring more frequent drinks to stay hydrated."
Comfort_Bedroll_Placed_CardName,Bedroll
Comfort_Bedroll_Placed_CardDescription,"A sleeping mat laid out on the ground. Provides insulation while resting on it. Needs occasional maintenance or it will fall apart.

Roll it back up to carry it with you."
Comfort_Bedroll_Placed_DA_Nap,Nap
Comfort_Bedroll_Placed_DA_Sleep,Sleep
Comfort_Bedroll_Placed_DA_Dismantle,Roll Up
Comfort_Bp_Bedroll_Place_CardName,Place Bedroll
Comfort_Bp_Bedroll_Place_CardDescription,Unroll a bedroll on the ground as a sleeping surface.
Comfort_Bp_Bedroll_Place_UnlockConditionsDesc,Bedroll Needed
Comfort_DownMattress_CardName,Down Mattress
Comfort_DownMattress_CardDescription,"A thick mattress of heavy cloth panels stuffed full of down feathers, bound tight with fiber and twine. Far softer than any bedroll."
Comfort_DownMattress_UsageDurability,Durability
Comfort_DownMattress_WornOut,The mattress has worn through and the down has scattered.
Comfort_DownMattress_DA_Dismantle,Dismantle
Comfort_Bp_DownMattress_CardName,Down Mattress
Comfort_Bp_DownMattress_CardDescription,"Sew heavy cloth panels and stuff them with down feathers, bound tight with fiber and twine, for a plush sleeping surface."
Comfort_Bp_DownMattress_UnlockConditionsDesc,Large Cloth Needed
Comfort_CopperBedFrame_CardName,Copper Bed Frame
Comfort_CopperBedFrame_CardDescription,A sturdy wooden bed frame reinforced with hammered copper joints. Needs a mattress before it's worth sleeping on.
Comfort_CopperBedFrame_DA_Dismantle,Dismantle
Comfort_Bp_CopperBedFrame_CardName,Copper Bed Frame
Comfort_Bp_CopperBedFrame_CardDescription,Build a bed frame from wood planks braced with hammered copper sheet joints. Requires the Copper Sheet blueprint (Advanced Copper Tools).
Comfort_Bp_CopperBedFrame_UnlockConditionsDesc,Earn the Inn Keeper's friendship (30) and a Copper Sheet (Advanced Copper Tools)
Comfort_ComfortableBed_Placed_CardName,Comfortable Bed
Comfort_ComfortableBed_Placed_CardDescription,A proper bed: a down-stuffed mattress mounted on a copper-braced wooden frame. The best night's sleep you can build in the wild.
Comfort_ComfortableBed_Placed_CardHelpSection,"<b>Usage:</b> Nap or Sleep on it for the best rest available, and its warmth passively lifts perceived temperature while you're in this environment.

<b>Take Apart:</b> Splits the bed back into its Down Mattress and Copper Bed Frame so you can move it to a new camp."
Comfort_ComfortableBed_Placed_DA_Nap,Nap
Comfort_ComfortableBed_Placed_DA_Sleep,Sleep
Comfort_ComfortableBed_Placed_DA_TakeApart,Take Apart
Comfort_Bp_ComfortableBed_CardName,Comfortable Bed
Comfort_Bp_ComfortableBed_CardDescription,Mount a down-stuffed mattress onto a copper-braced bed frame. The most comfortable sleeping surface you can build.
Comfort_Bp_ComfortableBed_UnlockConditionsDesc,Earn the Inn Keeper's friendship (15)
CMC_VillagePath_CardName,Village Path
CMC_Env_VillagePath_CardName,Village Path
CMC_VillagePath_CardDescription,A tangled thicket of oak trees marked by winding paths and dense undergrowth.
CMC_VillagePath_CardHelpSection,"<b>Oak Thicket:</b>

<b>Flora:</b> Oaks, Healer's Moss, Fireroot, Springberries (spring), Acorns (autumn), Forest Caps.

<b>Fauna:</b> Squirrels, Partridges, Foxes."
CMC_VillageFarm_CardName,Village Farm
CMC_Env_VillageFarm_CardName,Village Farm
CMC_VillageFarm_CardDescription,"An expansive cleared field ideal for cultivation, with mixed pine and open grassland."
CMC_VillageFarm_CardHelpSection,"<b>Pine Clearing, Cultivated:</b>

<b>Conditions:</b> Acidic soil.

<b>Flora:</b> Pines, birch, appleweed, healer's moss, fireroot, and meadowgrass border the tilled ground. The farm rotates seasonal fields (flax in spring, turnroot in summer, rye in autumn), and wild garlic grows wild along the margins.

<b>Fauna:</b> Quiet. The worked soil draws little wildlife beyond the odd forager's basket."
CMC_Village_CardName,Village
CMC_Env_Village_CardName,Village
CMC_Village_CardDescription,"A settled oak clearing transformed into a thriving village, its stone and timber structures forming the heart of the settlement."
CMC_Village_CardHelpSection,"<b>Oak Clearing, Settled:</b>

<b>Flora:</b> Oaks and birch still ring the square, with appleweed, fireroot, and turnroot holding on at the clearing's edge, though most of the original ground has given way to the Inn, Academy, Market Stall, and cottages.

<b>Fauna:</b> Squirrels, foxes, and does still pass along the treeline at dusk, kept well clear of the buildings by the daily bustle."
CMC_ForagingForest_CardName,Foraging Forest
CMC_Env_ForagingForest_CardName,Foraging Forest
CMC_ForagingForest_CardDescription,"A dense pine forest with abundant undergrowth of ferns, mushrooms, and wild plants surrounding a still pond."
CMC_ForagingForest_CardHelpSection,"<b>Pine Grove, Pond:</b>

<b>Conditions:</b> Acidic soil.

<b>Flora:</b> Pines, Healer's Moss, Fireroot, Bilberries (summer), and Pine Nuts (autumn) ring a still pond. This is the richest foraging ground in the valley: bracket fungus, forest caps, spirit mushrooms, fairyweed, wolfsbane, and wild garlic turn up regularly, with the occasional acorn cache or bird nest.

<b>Fauna:</b> Partridges, Foxes, Does, Stags, and Wolves range through the trees, with frogs at the pond's edge. A stray cat is sometimes seen prowling here around dusk."
CMC_HuntersCrossing_CardName,Hunter's Crossing
CMC_Env_HuntersCrossing_CardName,Hunter's Crossing
CMC_HuntersCrossing_CardDescription,"A natural crossroads in the forest where game trails converge, marked by badger sett-diggings along the banks."
CMC_HuntersCrossing_CardHelpSection,"<b>Pine Clearing:</b>

<b>Conditions:</b> Acidic soil.

<b>Flora:</b> Pines, Birch, Appleweed, Healer's Moss, Fireroot, Pine Nuts (autumn), Fly Agaric, Meadowgrass.

<b>Fauna:</b> Squirrels are the more common sight along this trail; badger setts dug into the banks nearby mark the den the diggers keep to by day."
CMC_DeerMeadow_CardName,Stillwater Meadow
CMC_Env_DeerMeadow_CardName,Stillwater Meadow
CMC_DeerMeadow_CardDescription,"A pine grove meadow centered on a still pond, where deer come to drink and graze."
CMC_DeerMeadow_CardHelpSection,"<b>Pine Grove, Pond:</b>

<b>Conditions:</b> Acidic soil.

<b>Flora:</b> Pines, Healer's Moss, Fireroot, Bilberries (summer), Pine Nuts (autumn), around a still pond.

<b>Fauna:</b> Partridges, Foxes, Does, Stags, and Wolves; the deer that give this meadow its name are a common sight grazing near the water."
CMC_BadgerWarren_CardName,Sett Warren
CMC_Env_BadgerWarren_CardName,Sett Warren
CMC_BadgerWarren_CardDescription,A pine-covered hillside pockmarked with sett-diggings and burrow entrances.
CMC_BadgerWarren_CardHelpSection,"<b>Pine Clearing:</b>

<b>Conditions:</b> Acidic soil.

<b>Flora:</b> Pines, Birch, Appleweed, Healer's Moss, Fireroot, Pine Nuts (autumn), Fly Agaric, Meadowgrass.

<b>Fauna:</b> Sett-diggings and burrows pockmark the hillside; the badger colony the warren is named for keeps mostly out of sight by day."
CharacterTraits_Perk_VillagePath_PerkName,Village Pathfinder
CharacterTraits_Perk_VillagePath_PerkDescription,"You know of an old path across the river, east of the River Clearing, and the bridge is already standing. The Village Path is yours from day one, no construction required."
CharacterTraits_Perk_VillageInn_PerkName,Village Inn
CharacterTraits_Perk_VillageInn_PerkDescription,"The innkeeper across the river already counts you among friends. You start with a head start on his friendship, and he skips the formal introductions: the village's construction projects, trade, and Academy study are open to you from your first day."
CharacterTraits_Perk_VillageFounder_PerkName,Village Founder
CharacterTraits_Perk_VillageFounder_PerkDescription,"You've been here before — long before today. The Miller's Cottage, the Weaver's Cottage, the Village Hall, and the Apothecary's Cabin are already standing, their residents already moved in, and the Inn Keeper, Professor, Miller, Weaver, and Apothecary all treat you like an old friend. All four of their first errands are already settled."
CharacterTraits_Perk_Graduate_PerkName,Graduate
CharacterTraits_Perk_Graduate_PerkDescription,"You already hold a full Academy education. Architecture, Metallurgy, Herbalism, Fishing, Armorer, and Medicine are all complete — you carry every discipline's graduate perk and their blueprint rewards from the start, without ever setting foot in the Lecture Hall."
Combat_And_Armor_StoneMace_OnZero,Stone Mace Broken!
Combat_And_Armor_WoodenShield_OnZero,Shield Destroyed!
Combat_And_Armor_QuiltedVest_OnZero,Vest Destroyed!
Combat_And_Armor_BoneLamellar_OnZero,Armor Destroyed!
Combat_And_Armor_QuiltedCap_OnZero,Cap Destroyed!

CMC_IronFishingRodFittings_CardName,Iron Fishing Rod Fittings
CMC_IronFishingRodFittings_CardDescription,Iron hook eyelet and reel fittings for a superior fishing rod. Combine with a long stick and fishing line to complete the rod.
Bp_CMC_IronFishingRodFittings_CardName,Iron Fishing Rod Fittings
Bp_CMC_IronFishingRodFittings_CardDescription,Forge iron fittings for a superior fishing rod. Requires a heated iron nugget and a forge hammer.
Bp_CMC_IronFishingRodFittings_UnlockConditionsDesc,Iron Nugget and Forge Hammer Needed
CMC_IronFishingRod_CardName,Iron Fishing Rod
CMC_IronFishingRod_CardDescription,A well-crafted rod with iron fittings a long stick and rustic line. Provides a fishing advantage and aids stamina recovery while carried.
CMC_IronFishingRod_UsageDurability,Durability
CMC_IronFishingRod_OnZero,Rod Broken!
CMC_IronFishingRod_Dismantle_ActionName,Dismantle
CMC_IronFishingRod_Dismantle_ActionDescription,"Take the rod apart to recover the iron fittings, long stick, and fishing line."
CMC_IronFishingRod_Fish_ActionName,Cast Line
CMC_IronFishingRod_Fish_ActionDescription,Cast your iron-fitted line into the water and wait for a bite.
Bp_CMC_IronFishingRod_CardName,Iron Fishing Rod
Bp_CMC_IronFishingRod_CardDescription,Assemble a superior fishing rod from iron fittings a long stick and a rustic fishing line. Provides a fishing advantage and aids stamina recovery while carried.
Bp_CMC_IronFishingRod_UnlockConditionsDesc,Iron Fishing Rod Fittings Needed

CMC_OldGrowthBark_CardName,Old Growth Bark
CMC_OldGrowthBark_CardDescription,"Thick bark peeled from the ancient oaks of the Foraging Forest. Rich with aromatic tannins, ground together with wild garlic into a soothing herb paste."
CMC_GardenTrellis_Placed_CardName,Garden Trellis
CMC_GardenTrellis_Placed_CardDescription,A wooden trellis erected in the garden. Its orderly frame lifts the spirit and makes the space feel tended and alive.
CMC_GardenTrellis_Placed_DA_Dismantle,Dismantle
CMC_GardenTrellis_Placed_Weathered,The garden trellis has rotted away.
Bp_CMC_GardenTrellis_CardName,Garden Trellis
Bp_CMC_GardenTrellis_CardDescription,Lash long sticks together with rope into a climbing-plant frame.

Pottery_Sculpture_FigurineCastle_CardName,Castle Figurine
Pottery_Sculpture_FigurineCastle_CardDescription,A small clay figurine shaped like a miniature tower with crenellations. Intricate work prized by traders and collectors.
Pottery_Sculpture_FigurineCastle_UsageDurability,Durability
Pottery_Sculpture_FigurineCastle_Broken,The castle figurine has crumbled.
Pottery_Sculpture_Bp_FigurineCastle_CardName,Castle Figurine
Pottery_Sculpture_Bp_FigurineCastle_CardDescription,Sculpt a miniature castle tower from clay using a knife. A more intricate piece than the other figurines.
Pottery_Sculpture_Bp_FigurineCastle_UnlockConditionsDesc,Bring the Professor clay for his ruined castle

Pottery_Sculpture_StoneTiles_CardName,Stone Tiles
Pottery_Sculpture_StoneTiles_CardDescription,"Flat stone pieces chipped and shaped smooth, a mark of skilled craftsmanship. Can be laid as a tiled floor in cabins and mud huts, or sold as a modest trade good."
Pottery_Sculpture_Bp_StoneTiles_CardName,Stone Tiles
Pottery_Sculpture_Bp_StoneTiles_CardDescription,"Chip a stone flat and square. Produces several polished tiles that can be laid as flooring in cabins and mud huts, or sold in trade."
Pottery_Sculpture_Bp_StoneTiles_UnlockConditionsDesc,Stone Needed

Pottery_Sculpture_HerbPaste_CardName,Herb Paste
Pottery_Sculpture_HerbPaste_CardDescription,"A thick paste ground from wild garlic and old growth bark in a stone mortar. Has a sharp, bitter flavor but eases the body and lifts the spirits."
Pottery_Sculpture_HerbPaste_Spoiled,The herb paste has gone rancid.
Pottery_Sculpture_HerbPaste_DA_Eat,Eat
Pottery_Sculpture_Bp_HerbPaste_CardName,Herb Paste
Pottery_Sculpture_Bp_HerbPaste_CardDescription,Grind wild garlic and old growth bark together using a stone or hammer. The resulting paste provides nourishment and comfort.
Pottery_Sculpture_Bp_HerbPaste_UnlockConditionsDesc,Help the Apothecary forage three fresh herbs

Comfort_WovenWallHanging_CardName,Woven Wall Hanging
Comfort_WovenWallHanging_CardDescription,A panel of dried rye straw woven into a decorative hanging and dyed with natural pigment. Warm earthy tones make any space feel more like home.
Comfort_WovenWallHanging_Weathered,The wall hanging has dried out and crumbled away.
Comfort_WovenWallHanging_Bp_CardName,Woven Wall Hanging
Comfort_WovenWallHanging_Bp_CardDescription,Weave dried rye straw into a decorative panel and dye it with natural pigment.
Comfort_TricolorWallHanging_CardName,Tricolor Wall Hanging
Comfort_TricolorWallHanging_CardDescription,A panel of woven reeds dyed in three natural pigment colors. The bold banded patterns fill a shelter with warmth and life.
Comfort_TricolorWallHanging_Weathered,The wall hanging has dried out and crumbled away.
Comfort_TricolorWallHanging_Bp_CardName,Tricolor Wall Hanging
