Combat_And_Armor_QuiltedVest_Dismantle_ActionDescription,Take apart the vest to recover cloth and twine.,拆开背心，回收布料和细绳。
Combat_And_Armor_QuiltedCap_CardName,Quilted Cap,棉帽
Combat_And_Armor_QuiltedCap_CardDescription,A thick padded cap offering basic head protection.,一顶厚实的棉絮帽，能提供基础的头部保护。
Combat_And_Armor_QuiltedCap_Dismantle_ActionName,Dismantle,拆解
Combat_And_Armor_QuiltedCap_Dismantle_ActionDescription,Take apart the cap to recover cloth and twine.,拆开帽子，回收布料和细绳。
Combat_And_Armor_BoneLamellar_CardName,Bone Lamellar Armor,骨甲
Combat_And_Armor_BoneLamellar_CardDescription,Overlapping bone plates laced together with sinew over leather backing. Strong torso protection.,用肌腱把层叠的骨板绑缚在皮革衬底上制成，能为躯干提供强力保护。
Combat_And_Armor_BoneLamellar_Dismantle_ActionName,Dismantle,拆解
Combat_And_Armor_BoneLamellar_Dismantle_ActionDescription,"Break apart the armor to recover bone, leather, and sinew.",拆开铠甲，回收骨头、皮革和筋腱。
Combat_And_Armor_Bp_StoneMace_CardName,Stone Mace,石锤
Combat_And_Armor_Bp_StoneMace_CardDescription,Craft a stone-headed mace.,制作一把石头锤头的锤子。
Combat_And_Armor_Bp_StoneMace_UnlockConditionsDesc,The village armory opens (Reputation 50),村庄军械库开放（声誉50）
Combat_And_Armor_Bp_QuiltedVest_CardName,Quilted Vest,棉背心
Combat_And_Armor_Bp_QuiltedVest_CardDescription,Sew a padded cloth vest for torso protection.,缝制一件填充棉絮的布背心，用于保护躯干。
Combat_And_Armor_Bp_QuiltedVest_UnlockConditionsDesc,The Weaver and Professor's winter fieldwork,织工与教授的冬季野外工作
Combat_And_Armor_Bp_QuiltedCap_CardName,Quilted Cap,棉帽
Combat_And_Armor_Bp_QuiltedCap_CardDescription,Sew a padded cloth cap for head protection.,缝制一顶填充棉絮的布帽，用于保护头部。
Combat_And_Armor_Bp_QuiltedCap_UnlockConditionsDesc,Complete the Professor's first specimen commission,完成教授的首次标本委托
Combat_And_Armor_Bp_BoneLamellar_CardName,Bone Lamellar Armor,骨甲
Combat_And_Armor_Bp_BoneLamellar_CardDescription,Assemble overlapping bone plates into torso armor.,将层叠的骨板组装成躯干护甲。
Combat_And_Armor_Bp_BoneLamellar_UnlockConditionsDesc,Bring the Professor bones or antler for his reconstruction,为教授的复原工作带来骨头或鹿角
CharacterTraits_Perk_Angler_PerkName,Angler,垂钓者
CharacterTraits_Perk_Angler_PerkDescription,"You've spent years by the water. Start with a fishing rod, line, and bait. Your patience gives you a constant fishing advantage.",你在水边度过了许多年岁月。开局携带钓竿、鱼线与鱼饵。你的耐心为你带来持续的钓鱼加成。
CharacterTraits_Perk_GreenThumb_PerkName,Green Thumb,绿手指
CharacterTraits_Perk_GreenThumb_PerkDescription,"Plants thrive under your care. Start with Turnroot seeds, Meadowgrass seeds, and a Flint Hoe. Your attentiveness gives you a constant foraging advantage.",在你的照料下，植物长势喜人。开局携带翻根种子、牧草种子与燧石锄。你的细心为你带来持续的采集加成。
CharacterTraits_Perk_StrongKidneys_PerkName,Strong Kidneys,强肾
CharacterTraits_Perk_StrongKidneys_PerkDescription,"Your body retains water efficiently. You become thirsty significantly more slowly than normal, requiring less frequent drinks to stay hydrated.",你的身体能高效地保留水分。口渴的速度比常人慢得多，无需频繁饮水即可保持水分充足。
CharacterTraits_Perk_NaturalTrader_PerkName,Natural Trader,天生商人
CharacterTraits_Perk_NaturalTrader_PerkDescription,"You have a knack for dealing with people. Start with a significantly advanced Social skill, making trader interactions and NPC negotiations more favourable from the outset.",你天生擅长与人打交道。开局即拥有大幅领先的社交技能，从一开始就能在交易与谈判中占得先机。
CharacterTraits_Perk_Swimmer_PerkName,Swimmer,游泳好手
CharacterTraits_Perk_Swimmer_PerkDescription,You are at home in the water. Start with a head start in the Swimming skill and a constant swimming aid that reduces the stamina cost of crossing water.,你在水中如鱼得水。开局即拥有领先的游泳技能，并持续获得游泳辅助加成，降低涉水的耐力消耗。
CharacterTraits_Perk_Trapper_PerkName,Trapper,设陷者
CharacterTraits_Perk_Trapper_PerkDescription,"You know how to set a trap and read the land. Start with a Snare Trap, Log Trap, Flint Knife, and Rustic Spear, plus a head start in the Trapping skill.",你懂得布设陷阱、辨读地形。开局携带套索陷阱、原木陷阱、燧石小刀与简陋长矛，并拥有领先的陷阱技能。
Pottery_Sculpture_Pigment_CardName,Pigment,颜料
Pottery_Sculpture_Pigment_CardDescription,A fine colored powder made by grinding charcoal. Used to paint and decorate pottery.,将木炭研磨成的细腻彩色粉末，用于绘制和装饰陶器。
Pottery_Sculpture_PaintedBowl_CardName,Painted Clay Bowl,彩绘陶碗
Pottery_Sculpture_PaintedBowl_CardDescription,A clay bowl decorated with hand-painted designs. Beautiful and functional.,一只饰有手绘图案的陶碗，美观又实用。
Pottery_Sculpture_PaintedBowl_UsageDurability,Durability,耐久度
Pottery_Sculpture_PaintedBowl_Broken,The painted bowl has shattered.,彩绘碗已经碎裂。
Pottery_Sculpture_PaintedVase_CardName,Painted Clay Vase,彩绘陶瓶
Pottery_Sculpture_PaintedVase_CardDescription,An ornamental vase adorned with painted patterns. A fine display piece with increased trade value.,一只饰有彩绘图案的装饰花瓶，是绝佳的陈列品，交易价值也更高。
Pottery_Sculpture_PaintedVase_UsageDurability,Durability,耐久度
Pottery_Sculpture_PaintedVase_Broken,The painted vase has shattered.,彩绘花瓶已经碎裂。
Pottery_Sculpture_FigurineDragon_CardName,Dragon Figurine,龙形陶像
Pottery_Sculpture_FigurineDragon_CardDescription,A small clay figurine sculpted into the shape of a dragon. Intricately detailed and valuable for trade.,一尊雕成龙形的小陶像，做工精细，颇具交易价值。
Pottery_Sculpture_FigurineDragon_UsageDurability,Durability,耐久度
Pottery_Sculpture_FigurineDragon_Broken,The dragon figurine has crumbled.,龙形塑像已经碎裂剥落。
Pottery_Sculpture_FigurineBear_CardName,Bear Figurine,熊形陶像
Pottery_Sculpture_FigurineBear_CardDescription,A small clay figurine shaped like a bear. A charming decoration and a fine trade good.,一尊熊形小陶像，既是可爱的装饰品，也是不错的交易货物。
Pottery_Sculpture_FigurineBear_UsageDurability,Durability,耐久度
Pottery_Sculpture_FigurineBear_Broken,The bear figurine has crumbled.,熊形塑像已经碎裂剥落。
Pottery_Sculpture_Bp_Pigment_CardName,Pigment,颜料
Pottery_Sculpture_Bp_Pigment_CardDescription,Grind charcoal into a fine pigment powder using a hand stone.,用研磨石把木炭磨成细腻的颜料粉末。
Pottery_Sculpture_Bp_Pigment_UnlockConditionsDesc,Charcoal Needed,需要木炭
Pottery_Sculpture_Bp_PaintedBowl_CardName,Painted Clay Bowl,彩绘陶碗
Pottery_Sculpture_Bp_PaintedBowl_CardDescription,Paint decorative designs onto a clay bowl using pigment.,用颜料在陶碗上绘制装饰图案。
Pottery_Sculpture_Bp_PaintedBowl_UnlockConditionsDesc,Bring the Inn Keeper a hot cooked stew,为旅店老板带来一份热腾腾的炖菜
Pottery_Sculpture_Bp_PaintedVase_CardName,Painted Clay Vase,彩绘陶瓶
Pottery_Sculpture_Bp_PaintedVase_CardDescription,Adorn a clay vase with painted patterns using pigment.,用颜料在陶瓶上绘制彩色图案。
Pottery_Sculpture_Bp_PaintedVase_UnlockConditionsDesc,Bring the Inn Keeper a wine or second brew for the top shelf,为旅店老板带来一瓶葡萄酒，或一份可以摆上高层酒架的二酿酒
Pottery_Sculpture_Bp_FigurineDragon_CardName,Dragon Figurine,龙形陶像
Pottery_Sculpture_Bp_FigurineDragon_CardDescription,Sculpt a small dragon from clay using a knife.,用小刀把陶土雕成一条小龙。
Pottery_Sculpture_Bp_FigurineDragon_UnlockConditionsDesc,Bring the Professor metal nuggets for his dragon cast,为教授的巨龙铸像带来金属块
Pottery_Sculpture_Bp_FigurineBear_CardName,Bear Figurine,熊形陶像
Pottery_Sculpture_Bp_FigurineBear_CardDescription,Sculpt a small bear from clay using a knife.,用小刀把陶土雕成一只小熊。
Pottery_Sculpture_Bp_FigurineBear_UnlockConditionsDesc,Clay Needed,需要粘土
Pottery_Sculpture_ClayBeads_CardName,Clay Beads,陶珠
Pottery_Sculpture_ClayBeads_CardDescription,A string of small handcrafted clay beads strung on twine. Worn as a necklace or traded as decorative goods.,一串用麻绳穿起的手工陶珠，可作项链佩戴，也可作装饰品交易。
Pottery_Sculpture_ClayBeads_UsageDurability,Durability,耐久度
Pottery_Sculpture_ClayBeads_Broken,The beads have broken apart.,珠子已经散落破碎。
Pottery_Sculpture_Bp_ClayBeads_CardName,Clay Beads,陶珠
Pottery_Sculpture_Bp_ClayBeads_CardDescription,Shape small beads from clay and string them on twine.,用陶土捏出小珠子，再用麻绳穿成一串。
Pottery_Sculpture_Bp_ClayBeads_UnlockConditionsDesc,Earn the village's reputation,赢得村庄的声誉
Combat_And_Armor_StoneMace_UsageDurability.CardStatName,Durability,耐久度
Combat_And_Armor_QuiltedVest_UsageDurability.CardStatName,Durability,耐久度
Combat_And_Armor_QuiltedCap_UsageDurability.CardStatName,Durability,耐久度
Combat_And_Armor_BoneLamellar_UsageDurability.CardStatName,Durability,耐久度
Combat_And_Armor_WoodenShield_CardName,Wooden Shield,木盾
Combat_And_Armor_WoodenShield_CardDescription,"Planks lashed together with leather straps and twine. A crude but effective shield worn on the forearm.

<b>MUST BE EQUIPPED TO WORK</b>","用皮带和麻绳把木板绑在一起制成，是绑在前臂上的简陋却有效的盾牌。

<b>必须装备后才能生效</b>"
Combat_And_Armor_WoodenShield_UsageDurability.CardStatName,Durability,耐久度
Combat_And_Armor_WoodenShield_Dismantle_ActionName,Dismantle,拆解
Combat_And_Armor_WoodenShield_Dismantle_ActionDescription,Break apart the shield to recover planks and bindings.,拆开盾牌，回收木板和绑带。
Comfort_HeatherWreath_CardName,Heather Wreath,石楠花环
Comfort_HeatherWreath_CardDescription,A wreath woven from fresh heather blossoms. The gentle fragrance and soft colours lift the spirit while it lasts.,用新鲜石楠花编成的花环，淡淡的芳香和柔和的色彩能在花环凋谢前提振精神。
Comfort_HeatherWreath_Wilted,The heather wreath has wilted and crumbled.,石楠花环已经枯萎散落。
Comfort_WindChimes_CardName,Wind Chimes,风铃
Comfort_WindChimes_CardDescription,Bone fragments strung on twine. Their gentle clatter in the breeze brings a sense of calm and home.,用麻绳串起的骨片风铃，随风轻响，带来宁静与归属感。
Comfort_WindChimes_UsageDurability,Durability,耐久度
Comfort_WindChimes_Broken,The wind chimes have broken apart.,风铃已经破碎散落。
Comfort_WindChimes_DA_Dismantle,Dismantle,拆解
Comfort_Bedroll_CardName,Bedroll,睡垫
Comfort_Bedroll_CardDescription,A rolled mat of cloth stuffed with straw. Provides a modest sleeping surface and improves rest quality when present in your camp.,一卷填满干草的布垫，能提供简单的睡眠场所，放在营地中还能提升休息质量。
Comfort_Bedroll_UsageDurability,Durability,耐久度
Comfort_Bedroll_WornOut,The bedroll has worn through and fallen apart.,睡袋已经磨穿散架。
Comfort_Bedroll_DA_Dismantle,Dismantle,拆解
CeramicLamp_CardName,Ceramic Lamp,陶灯
CeramicLamp_CardDescription,A small open clay lamp with a wick channel. Burns fat for steady light. Fill with fat then light from a fire source.,一盏带灯芯槽的敞口小陶灯，燃烧油脂以提供稳定光源。先加入油脂，再用火源点燃。
CeramicLamp_FuelCapacity_CardStatName,Fat,脂肪
CeramicLamp_Refuel_ActionName,Refuel with Fat,添加油脂
CeramicLamp_Refuel_ActionDescription,Add fat to the lamp's reservoir.,往灯的油槽里添加油脂。
CeramicLamp_Light_ActionName,Light Lamp,点亮油灯
CeramicLamp_Light_ActionDescription,Light the lamp from a fire source.,用火源点燃这盏灯。
CeramicLamp_NeedsFuel,The lamp needs fat first.,这盏灯需要先加油脂。
CeramicLampLit_CardName,Lit Ceramic Lamp,燃烧的陶灯
CeramicLampLit_CardDescription,A small clay lamp burning fat for light. Consumes fuel slowly. Extinguish to refuel.,一盏燃烧油脂发光的小陶灯，燃料消耗缓慢。熄灭后可重新加注燃料。
CeramicLampLit_FuelCapacity_CardStatName,Fat,脂肪
CeramicLampLit_FuelOut_ActionName,Lamp Burns Out,油灯熄灭
CeramicLampLit_FuelOut_ActionDescription,The lamp runs out of fat.,灯里的油脂用完了。
CeramicLampLit_Extinguish_ActionName,Extinguish,熄灭
CeramicLampLit_Extinguish_ActionDescription,Put out the lamp.,熄灭这盏灯。
Combat_And_Armor_Bp_WoodenShield_CardName,Wooden Shield,木盾
Combat_And_Armor_Bp_WoodenShield_CardDescription,Lash planks together with leather and twine to form a sturdy shield.,用皮革和麻绳把木板绑在一起，制成一面坚固的盾牌。
Combat_And_Armor_Bp_WoodenShield_UnlockConditionsDesc,Resolve Ash's boar hunt,解决艾什的野猪狩猎事件
Comfort_Bp_HeatherWreath_CardName,Heather Wreath,石楠花环
Comfort_Bp_HeatherWreath_CardDescription,Weave fresh heather blossoms and twine into a fragrant wreath.,用新鲜石楠花和麻绳编织成一个芳香的花环。
Comfort_Bp_HeatherWreath_UnlockConditionsDesc,Heather Flowers Needed,需要石楠花
Comfort_Bp_WindChimes_CardName,Wind Chimes,风铃
Comfort_Bp_WindChimes_CardDescription,String bone fragments on twine to make soothing wind chimes.,用麻绳串起骨片，制成悦耳的风铃。
Comfort_Bp_WindChimes_UnlockConditionsDesc,Hear one of the Inn Keeper's fireside stories through to the end,听旅店老板讲完一则炉边故事
Comfort_Bp_Bedroll_CardName,Bedroll,睡垫
Comfort_Bp_Bedroll_CardDescription,Sew cloth panels and stuff with rye straw for a portable sleeping mat.,缝制布片并填入黑麦秸秆，制成一张便携睡垫。
Comfort_Bp_Bedroll_UnlockConditionsDesc,Large Cloth Needed,需要大块布料
CeramicLamp_Bp_CardName,Ceramic Lamp,陶灯
CeramicLamp_Bp_CardDescription,Shape clay into a shallow oil lamp with a wick channel.,用陶土塑出一盏带灯芯槽的浅口油灯。
CeramicLamp_Bp_UnlockConditionsDesc,Clay Needed,需要粘土
CharacterTraits_Perk_Insomniac_PerkName,Insomniac,失眠者
CharacterTraits_Perk_Insomniac_PerkDescription,You struggle to get a full night's rest. Your sleep clock drains faster making it harder to stay rested.,你很难睡上一夜好觉。睡眠值消耗更快，让你更难保持精力充沛。
CharacterTraits_Perk_Sinker_PerkName,Sinker,旱鸭子
CharacterTraits_Perk_Sinker_PerkDescription,You are dense in the water. Your stamina drains faster making physical exertion more costly.,你在水中格外沉重。耐力消耗更快，使体力劳动的代价更高。
CharacterTraits_Perk_WeakStomach_PerkName,Weak Stomach,肠胃虚弱
CharacterTraits_Perk_WeakStomach_PerkDescription,Your stomach is easily upset. Nausea takes longer to recover from lingering well after the cause is gone.,你的肠胃十分敏感。恶心感消退得更慢，即便病因已经消失也会久久不散。
CharacterTraits_Perk_BlackThumb_PerkName,Black Thumb,黑手指
CharacterTraits_Perk_BlackThumb_PerkDescription,"Plants wither under your care. Your foraging aids fade faster than they build, making gathering food from the land less reliable.",在你的照料下，植物容易枯萎。采集加成消退的速度快于积累，让你从野外获取食物更不可靠。
CharacterTraits_Perk_BadKidneys_PerkName,Bad Kidneys,弱肾
CharacterTraits_Perk_BadKidneys_PerkDescription,"Your body sheds water quickly. You become thirsty noticeably faster than normal, requiring more frequent drinks to stay hydrated.",你的身体流失水分很快。口渴的速度明显比常人快，需要更频繁地饮水才能保持水分充足。
Comfort_Bedroll_Placed_CardName,Bedroll,睡垫
Comfort_Bedroll_Placed_CardDescription,"A sleeping mat laid out on the ground. Provides insulation while resting on it. Needs occasional maintenance or it will fall apart.

Roll it back up to carry it with you.","铺在地上的睡垫，躺卧时能起到保温作用。需要偶尔维护，否则会散架。

将其卷起即可随身携带。"
Comfort_Bedroll_Placed_DA_Nap,Nap,小憩
Comfort_Bedroll_Placed_DA_Sleep,Sleep,睡觉
Comfort_Bedroll_Placed_DA_Dismantle,Roll Up,卷起
Comfort_Bp_Bedroll_Place_CardName,Place Bedroll,铺设睡垫
Comfort_Bp_Bedroll_Place_CardDescription,Unroll a bedroll on the ground as a sleeping surface.,将睡垫展开铺在地上，作为睡眠场所。
Comfort_Bp_Bedroll_Place_UnlockConditionsDesc,Bedroll Needed,需要睡袋
Comfort_DownMattress_CardName,Down Mattress,羽绒床垫
Comfort_DownMattress_CardDescription,"A thick mattress of heavy cloth panels stuffed full of down feathers, bound tight with fiber and twine. Far softer than any bedroll.",用厚布片填满羽绒、再以纤维和麻绳紧紧捆扎而成的厚实床垫，比任何睡垫都要柔软得多。
Comfort_DownMattress_UsageDurability,Durability,耐久度
Comfort_DownMattress_WornOut,The mattress has worn through and the down has scattered.,床垫已经磨穿，羽绒散落一地。
Comfort_DownMattress_DA_Dismantle,Dismantle,拆解
Comfort_Bp_DownMattress_CardName,Down Mattress,羽绒床垫
Comfort_Bp_DownMattress_CardDescription,"Sew heavy cloth panels and stuff them with down feathers, bound tight with fiber and twine, for a plush sleeping surface.",缝制厚布片并填入羽绒，再用纤维和麻绳紧紧捆扎，制成柔软的睡眠垫层。
Comfort_Bp_DownMattress_UnlockConditionsDesc,Large Cloth Needed,需要大块布料
Comfort_CopperBedFrame_CardName,Copper Bed Frame,铜制床架
Comfort_CopperBedFrame_CardDescription,A sturdy wooden bed frame reinforced with hammered copper joints. Needs a mattress before it's worth sleeping on.,一副用锻打铜件加固接口的坚固木床架，需要配上床垫才能真正用来睡觉。
Comfort_CopperBedFrame_DA_Dismantle,Dismantle,拆解
Comfort_Bp_CopperBedFrame_CardName,Copper Bed Frame,铜制床架
Comfort_Bp_CopperBedFrame_CardDescription,Build a bed frame from wood planks braced with hammered copper sheet joints. Requires the Copper Sheet blueprint (Advanced Copper Tools).,用木板搭建床架，并以锻打铜片接口加固。需要「铜板」蓝图（来自高级铜具模组）。
Comfort_Bp_CopperBedFrame_UnlockConditionsDesc,Earn the Inn Keeper's friendship (30) and a Copper Sheet (Advanced Copper Tools),赢得旅店老板的友谊（30）并拥有一块铜板（需要高级铜具）
Comfort_ComfortableBed_Placed_CardName,Comfortable Bed,舒适床铺
Comfort_ComfortableBed_Placed_CardDescription,A proper bed: a down-stuffed mattress mounted on a copper-braced wooden frame. The best night's sleep you can build in the wild.,一张真正的床：羽绒床垫安装在铜件加固的木床架上，是野外能搭建出的最佳睡眠场所。
Comfort_ComfortableBed_Placed_CardHelpSection,"<b>Usage:</b> Nap or Sleep on it for the best rest available, and its warmth passively lifts perceived temperature while you're in this environment.

<b>Take Apart:</b> Splits the bed back into its Down Mattress and Copper Bed Frame so you can move it to a new camp.","<b>用途：</b>在上面小睡或过夜可获得最佳休息效果，它的暖意还会在你身处此环境时被动提升体感温度。

<b>拆解：</b>将床拆分回羽绒床垫和铜制床架，方便你搬到新的营地。"
Comfort_ComfortableBed_Placed_DA_Nap,Nap,小憩
Comfort_ComfortableBed_Placed_DA_Sleep,Sleep,睡觉
Comfort_ComfortableBed_Placed_DA_TakeApart,Take Apart,拆卸
Comfort_Bp_ComfortableBed_CardName,Comfortable Bed,舒适床铺
Comfort_Bp_ComfortableBed_CardDescription,Mount a down-stuffed mattress onto a copper-braced bed frame. The most comfortable sleeping surface you can build.,将羽绒床垫安装到铜件加固的床架上，是你能搭建出的最舒适睡眠场所。
Comfort_Bp_ComfortableBed_UnlockConditionsDesc,Earn the Inn Keeper's friendship (15),赢得旅店老板的友谊（15）
CMC_VillagePath_CardName,Village Path,村间小径
CMC_Env_VillagePath_CardName,Village Path,村间小径
CMC_VillagePath_CardDescription,A tangled thicket of oak trees marked by winding paths and dense undergrowth.,一片橡树交错的密林，蜿蜒的小径穿行其间，灌木丛生。
CMC_VillagePath_CardHelpSection,"<b>Oak Thicket:</b>

<b>Flora:</b> Oaks, Healer's Moss, Fireroot, Springberries (spring), Acorns (autumn), Forest Caps.

<b>Fauna:</b> Squirrels, Partridges, Foxes.","<b>橡树林：</b>

<b>植物：</b>橡树、疗伤地衣、火根、春莓（春季）、橡子（秋季）、森伞菇。

<b>动物：</b>松鼠、灰山鹑、狐狸。"
CMC_VillageFarm_CardName,Village Farm,村庄农田
CMC_Env_VillageFarm_CardName,Village Farm,村庄农田
CMC_VillageFarm_CardDescription,"An expansive cleared field ideal for cultivation, with mixed pine and open grassland.",一片开阔的清理地，适合耕种，四周混杂着松树和开阔草地。
CMC_VillageFarm_CardHelpSection,"<b>Pine Clearing, Cultivated:</b>

<b>Conditions:</b> Acidic soil.

<b>Flora:</b> Pines, birch, appleweed, healer's moss, fireroot, and meadowgrass border the tilled ground. The farm rotates seasonal fields (flax in spring, turnroot in summer, rye in autumn), and wild garlic grows wild along the margins.

<b>Fauna:</b> Quiet. The worked soil draws little wildlife beyond the odd forager's basket.","<b>松树林隙，人工种植：</b>

<b>环境条件：</b>酸性土壤。

<b>植物：</b>松树、白桦树、柰草、疗伤地衣、火根和牧草环绕着耕地。农田按季节轮种（春季亚麻、夏季翻根、秋季黑麦），野蒜则沿田埂边缘自然生长。

<b>动物：</b>寂静无声。这片被耕种过的土地除了偶尔路过的采集者，几乎吸引不到什么野生动物。"
CMC_Village_CardName,Village,村庄
CMC_Env_Village_CardName,Village,村庄
CMC_Village_CardDescription,"A settled oak clearing transformed into a thriving village, its stone and timber structures forming the heart of the settlement.",一片已被开发的橡木林隙，如今已发展成一座繁荣的村庄，石木结构的建筑构成了聚落的核心。
CMC_Village_CardHelpSection,"<b>Oak Clearing, Settled:</b>

<b>Flora:</b> Oaks and birch still ring the square, with appleweed, fireroot, and turnroot holding on at the clearing's edge, though most of the original ground has given way to the Inn, Academy, Market Stall, and cottages.

<b>Fauna:</b> Squirrels, foxes, and does still pass along the treeline at dusk, kept well clear of the buildings by the daily bustle.","<b>橡木林隙，聚居地：</b>

<b>植物：</b>广场四周仍环绕着橡树和白桦树，柰草、火根和翻根在林隙边缘顽强生长，不过原有的大部分土地已经让位给了旅店、学院、集市摊位和各家小屋。

<b>动物：</b>松鼠、狐狸和母鹿仍会在黄昏时分沿林线经过，但日常的喧嚣让它们始终与建筑保持着距离。"
